random_mean_abs_effect	random_fraction_nominal_p_lt_0_05	random_weighted_abs_effect
0.19962496560951087	0.17543859649122806	0.21840822517761185
0.22383697477756767	0.21929824561403508	0.23815094485333124
0.24285005423825443	0.2543859649122807	0.2585872836593752
0.23638269465129536	0.22807017543859648	0.2433610598440087
0.2450314658492919	0.21929824561403508	0.27757149246492974
0.22587874780823983	0.2543859649122807	0.2276336023728704
0.20852860743154422	0.20175438596491227	0.20629570262262628
0.22207145279381707	0.19298245614035087	0.23631550145916017
0.23576426052122984	0.2631578947368421	0.24941322845238154
0.2343962858120912	0.2807017543859649	0.2459367843303639
0.24037512519090934	0.21929824561403508	0.24026726271639068
0.23292712026894305	0.20175438596491227	0.2520371816497778
0.23979798375199654	0.22807017543859648	0.2391681011692609
0.23340599574459597	0.21052631578947367	0.25713750314519096
0.2609211841379988	0.2631578947368421	0.2687108064708445
0.24501509299757446	0.2719298245614035	0.2553150099357938
0.2155935734412702	0.19298245614035087	0.2346803441676312
0.23004372319550714	0.23684210526315788	0.24278962134190302
0.23969216399767942	0.21929824561403508	0.26225142888541675
0.23844730270924763	0.21052631578947367	0.2497054725252378
0.2479068303751124	0.23684210526315788	0.2467981633834467
0.24137368000766612	0.2543859649122807	0.2513129100471938
0.2385770175024496	0.23684210526315788	0.25441184808848677
0.23559787085246428	0.2631578947368421	0.2388411866320729
0.25549540756966216	0.2631578947368421	0.26609761329737147
0.22733536125113768	0.2543859649122807	0.22893636526267266
0.24492316469407696	0.18421052631578946	0.26158931452746287
0.2006606271431332	0.14035087719298245	0.1979057660866109
0.23678050060958966	0.22807017543859648	0.2455886339941442
0.2269901629223175	0.22807017543859648	0.22069105638269867
0.2424512491185854	0.24561403508771928	0.27254524508737427
0.239170030229081	0.2543859649122807	0.23832562761450585
0.24038498295148708	0.19298245614035087	0.2531983346499343
0.21835518571221554	0.17543859649122806	0.2306723170085682
0.2344526601664767	0.3333333333333333	0.24485396028846168
0.23375428639438345	0.2543859649122807	0.2583909440009925
0.2338070425317334	0.24561403508771928	0.2419797459997836
0.21770036308879423	0.23684210526315788	0.260626202038891
0.2363300403169019	0.23684210526315788	0.24885060145939863
0.22988277505839605	0.21929824561403508	0.23272180483984506
0.23514739101604135	0.2543859649122807	0.23763346365299295
0.2514611764008732	0.2543859649122807	0.25771734645452615
0.23472647932955293	0.2631578947368421	0.2266496859224314
0.22172900957266642	0.20175438596491227	0.252891524403331
0.2400686445856203	0.2894736842105263	0.24079027931205169
0.2327288169190451	0.22807017543859648	0.25572487996634996
0.25937178238465486	0.2894736842105263	0.26871611039999266
0.2308000113286799	0.2807017543859649	0.23862519893462095
0.23261686737362386	0.17543859649122806	0.25955987728882857
0.22113318460825357	0.21052631578947367	0.2318168890422495
0.21371570533901113	0.21929824561403508	0.23022279412910743
0.2348250273209622	0.16666666666666666	0.2434437592579228
0.23433944670488935	0.2719298245614035	0.2608033092937519
0.2196941683151484	0.20175438596491227	0.22238739078601708
0.23204543386650603	0.2543859649122807	0.2408738607082422
0.2170304874953054	0.21052631578947367	0.21950875596743513
0.2544987023963948	0.23684210526315788	0.25025024988326455
0.24015048775988168	0.23684210526315788	0.25556202774392067
0.2556611413242506	0.2719298245614035	0.27314958326934957
0.22621518689298914	0.19298245614035087	0.22027185299553265
0.24360743383070885	0.2719298245614035	0.27558316069617533
0.22803485257904738	0.22807017543859648	0.24572507736755947
0.24222144978988705	0.23684210526315788	0.24467541139775725
0.27271671178883944	0.2719298245614035	0.30059389011265053
0.23329202132076518	0.2631578947368421	0.23906809058255116
0.23457334713414973	0.20175438596491227	0.24967442684410207
0.23560703066294814	0.2543859649122807	0.251790932339277
0.24604943274760152	0.23684210526315788	0.27935678921445123
0.25538492210487623	0.2719298245614035	0.2663937035448037
0.2011421481944488	0.18421052631578946	0.20658269315985178
0.2231346434795664	0.21929824561403508	0.24097561259386113
0.2164265466841952	0.2631578947368421	0.23056353016108966
0.23872058121263406	0.20175438596491227	0.23733188841888642
0.22623387147433482	0.2631578947368421	0.23794252024331058
0.2266800823295095	0.18421052631578946	0.22693879349492727
0.22544056545339078	0.18421052631578946	0.22600368469893822
0.2315472290429581	0.23684210526315788	0.24337882356512133
0.2165609456752618	0.24561403508771928	0.21613415430770164
0.24335147592023737	0.2807017543859649	0.24529524422034107
0.23443816580746923	0.21052631578947367	0.2341985255648217
0.24682471797752212	0.23684210526315788	0.2439889855048335
0.251219654478349	0.2631578947368421	0.2734669700580353
0.23763821774577365	0.17543859649122806	0.24476613426896507
0.23987206547058615	0.22807017543859648	0.23844242615096833
0.23798699977038282	0.21929824561403508	0.2583146003926628
0.23382456936411397	0.2543859649122807	0.23844080527192918
0.251389539794033	0.2719298245614035	0.27649596159522244
0.2277814651960919	0.23684210526315788	0.2492387716147061
0.23956899429874284	0.22807017543859648	0.2378287995484814
0.22535488618269203	0.21929824561403508	0.22628177639159922
0.22726506197344926	0.20175438596491227	0.2405839203518894
0.25752967686626393	0.2631578947368421	0.3215059562623256
0.22770629114679652	0.20175438596491227	0.24762309665793028
0.22410792423816508	0.24561403508771928	0.2457617378128689
0.2100579844150727	0.22807017543859648	0.21495123869022
0.2328687553804503	0.19298245614035087	0.24279955147302132
0.22578500402034488	0.22807017543859648	0.23464884664484226
0.232502455445499	0.21929824561403508	0.24154023494285493
0.24440327545192309	0.17543859649122806	0.26465330538845544
0.23514039843618664	0.21929824561403508	0.25395191273317563
0.24368786002790765	0.32456140350877194	0.2511844446736153
0.20143186590868295	0.17543859649122806	0.21257901869291407
0.23217158022316203	0.24561403508771928	0.22764937464318272
0.2235201933020536	0.21052631578947367	0.23160440380552536
0.23293868400611642	0.24561403508771928	0.24283567935989767
0.25451290571201	0.2543859649122807	0.2676583610504825
0.24675502245097097	0.22807017543859648	0.2518645695716441
0.22544917810555282	0.22807017543859648	0.22419225264393658
0.2523923512824771	0.30701754385964913	0.26576143359508925
0.24888379364558955	0.2982456140350877	0.2562058723338364
